county,state_po,fips,x2008,x2012,x2016,x2008_margin,x2012_margin,x2016_margin
Monroe,MO,29137,R,R,R,19.24,28.74,55.49
Montgomery,MO,29139,R,R,R,18.46,32.85,55.41
Morgan,MO,29141,R,R,R,20.61,34.07,56.59
New Madrid,MO,29143,R,R,R,15.11,20.28,45.36
Newton,MO,29145,R,R,R,40.1,46.87,58.49
Nodaway,MO,29147,R,R,R,10.52,26.97,40.72
Oregon,MO,29149,R,R,R,18.32,33.18,60.11
Osage,MO,29151,R,R,R,44.57,55.73,68.52
Ozark,MO,29153,R,R,R,26.82,40.85,64.71
Pemiscot,MO,29155,R,R,R,13.13,14.63,33.47
Perry,MO,29157,R,R,R,29.17,43.63,61.65
Pettis,MO,29159,R,R,R,22.44,28.75,46.86
Phelps,MO,29161,R,R,R,22.18,33.52,42.81
Pike,MO,29163,R,R,R,9.91,27.25,46.98
Platte,MO,29165,R,R,R,6.46,14.14,12.02
Polk,MO,29167,R,R,R,32.15,43.24,56.72
Pulaski,MO,29169,R,R,R,28.69,36.05,51.56
Putnam,MO,29171,R,R,R,38.31,47.03,67.48
Ralls,MO,29173,R,R,R,18.61,29.69,53.76
Randolph,MO,29175,R,R,R,23.28,36.56,50.89
Ray,MO,29177,R,R,R,3.18,14.85,36.93
Reynolds,MO,29179,R,R,R,11.07,24.17,61.42
Ripley,MO,29181,R,R,R,30.06,44.59,66.84
Saline,MO,29195,R,R,R,2.54,14.43,34.38
Schuyler,MO,29197,R,R,R,18.36,24.6,59.45
Scotland,MO,29199,R,R,R,21.73,31.15,58.94
Scott,MO,29201,R,R,R,29.43,38.24,55.59
Shannon,MO,29203,R,R,R,11.41,26,56.1
Shelby,MO,29205,R,R,R,31.72,37.81,58.92
St. Charles,MO,29183,R,R,R,9.74,20.97,26.38
St. Clair,MO,29185,R,R,R,21.95,33.7,55.4
St. Francois,MO,29187,R,R,R,4.56,19.57,45.37
St. Louis City,MO,29510,D,D,D,68.15,66.74,63.57
St. Louis County,MO,29189,D,D,D,19.9,13.69,16.37
Ste. Genevieve,MO,29186,D,R,R,14.13,3,34.88
Stoddard,MO,29207,R,R,R,39.76,49.3,69.24
Stone,MO,29209,R,R,R,37.33,49.2,62
Sullivan,MO,29211,R,R,R,15.13,27.05,54.63
Taney,MO,29213,R,R,R,37.17,47.4,59.12
Texas,MO,29215,R,R,R,35.07,44.1,65.23
Vernon,MO,29217,R,R,R,22,37.3,56.12
Warren,MO,29219,R,R,R,12.65,26.79,45.59
Washington,MO,29221,D,R,R,0.05,19.02,55.18
Wayne,MO,29223,R,R,R,25.04,34.56,65.61
Webster,MO,29225,R,R,R,29.02,40.83,57.71
Worth,MO,29227,R,R,R,23.85,30.82,58.6
Wright,MO,29229,R,R,R,37.9,48.74,68.2
Adams,MS,28001,D,D,D,15.64,17.92,13.61
Alcorn,MS,28003,R,R,R,44.44,51.25,61.79
Amite,MS,28005,R,R,R,11.76,15.21,22.58
Attala,MS,28007,R,R,R,15.54,13.19,20.05
Benton,MS,28009,R,D,R,2.21,0.24,13.26
Bolivar,MS,28011,D,D,D,35.5,38.12,32.23
Calhoun,MS,28013,R,R,R,27.74,25.83,38.77
Carroll,MS,28015,R,R,R,31.32,32.59,38.33
Chickasaw,MS,28017,D,D,R,2.14,4.52,6.06
Choctaw,MS,28019,R,R,R,28.38,32.39,38.62
Claiborne,MS,28021,D,D,D,72.2,76.82,74.16
Clarke,MS,28023,R,R,R,25.18,23.48,32.76
Clay,MS,28025,D,D,D,18.92,21.87,15.72
Coahoma,MS,28027,D,D,D,44.36,48.16,44.34
Copiah,MS,28029,D,D,D,6.98,10.39,4.91
Covington,MS,28031,R,R,R,17.73,16.34,24.5
DeSoto,MS,28033,R,R,R,38.36,33.41,34.25
Forrest,MS,28035,R,R,R,13.57,10.92,13.34
Franklin,MS,28037,R,R,R,25.2,22.46,28.41
George,MS,28039,R,R,R,66.44,71.2,77.54
Greene,MS,28041,R,R,R,51.94,54.14,62.6
Grenada,MS,28043,R,R,R,10.66,6.16,14.71
Hancock,MS,28045,R,R,R,54.4,52.7,59.35
Harrison,MS,28047,R,R,R,26.07,25.82,30.3
Hinds,MS,28049,D,D,D,39.07,43.62,44.7
Holmes,MS,28051,D,D,D,63.54,68.66,66.62
Humphreys,MS,28053,D,D,D,42.47,50.08,45.14
Issaquena,MS,28055,D,D,D,22.73,22.49,13.88
Itawamba,MS,28057,R,R,R,56.73,61.03,75.52
Jackson,MS,28059,R,R,R,33.69,34.38,38.28
Jasper,MS,28061,D,D,D,9.69,9.68,3.89
Jefferson,MS,28063,D,D,D,74.54,78.57,73.76
Jefferson Davis,MS,28065,D,D,D,21.54,25.64,20.11
Jones,MS,28067,R,R,R,38.79,38.05,43.53
Kemper,MS,28069,D,D,D,25.36,28.7,22.61
Lafayette,MS,28071,R,R,R,12.4,15.3,14.78
Lamar,MS,28073,R,R,R,56.03,54.67,55.14
Lauderdale,MS,28075,R,R,R,18.92,14.91,21.93
Lawrence,MS,28077,R,R,R,25.53,25.74,29.79
Leake,MS,28079,R,R,R,10.69,8.73,14.18
Lee,MS,28081,R,R,R,30.63,27.9,37.04
Leflore,MS,28083,D,D,D,36.76,43.31,41.07
Lincoln,MS,28085,R,R,R,32.26,32.7,40.1
Lowndes,MS,28087,R,R,R,2.87,0.48,5.68
Madison,MS,28089,R,R,R,15.63,15.7,15.91
Marion,MS,28091,R,R,R,31.52,30.2,35.57
Marshall,MS,28093,D,D,D,18.25,19.56,9.68
Monroe,MS,28095,R,R,R,17.31,15.76,29.23
Montgomery,MS,28097,R,R,R,8.11,4.82,14.07
Neshoba,MS,28099,R,R,R,44.88,43.1,47.04
Newton,MS,28101,R,R,R,33.5,31.45,40.18
Noxubee,MS,28103,D,D,D,53.27,57.39,56.46
Oktibbeha,MS,28105,D,D,D,0.03,1.84,1.56
Panola,MS,28107,D,D,R,6.52,8.62,0.12
Pearl River,MS,28109,R,R,R,60.74,59.32,64.79
Perry,MS,28111,R,R,R,44.93,45.61,53.66
Pike,MS,28113,D,D,D,3.47,8.17,0.21
Pontotoc,MS,28115,R,R,R,52.73,53.53,61.23
Prentiss,MS,28117,R,R,R,43.38,42.44,56.53
Quitman,MS,28119,D,D,D,35.35,43.25,38.96
Rankin,MS,28121,R,R,R,53.72,52.16,52.68
Scott,MS,28123,R,R,R,13.39,9.44,17.62
Sharkey,MS,28125,D,D,D,37.06,41.27,35.94
Simpson,MS,28127,R,R,R,22.51,22.05,30.82
Smith,MS,28129,R,R,R,51.91,50.25,56.52
Stone,MS,28131,R,R,R,43.84,45.37,52.99
Sunflower,MS,28133,D,D,D,41.17,46.94,40.96
Tallahatchie,MS,28135,D,D,D,19.05,22.45,14.91
Tate,MS,28137,R,R,R,21.01,19.34,30.7
Tippah,MS,28139,R,R,R,44.8,48.01,58.45
Tishomingo,MS,28141,R,R,R,51.7,56.58,73.67
Tunica,MS,28143,D,D,D,52.32,59.15,50.86
Union,MS,28145,R,R,R,50.27,50.65,62.83
Walthall,MS,28147,R,R,R,10.29,8.33,18.3
Warren,MS,28149,R,D,R,3.05,1.54,2.49
Washington,MS,28151,D,D,D,34.78,42.25,36.47
Wayne,MS,28153,R,R,R,21.81,19,25.69
Webster,MS,28155,R,R,R,50.06,53.53,58.33
Wilkinson,MS,28157,D,D,D,38.54,41.15,36.49
Winston,MS,28159,R,R,R,8.28,5.71,11.94
Yalobusha,MS,28161,R,R,R,7.01,3.87,13.07
Yazoo,MS,28163,D,D,D,7.21,14.3,7.66
Beaverhead,MT,30001,R,R,R,29.2,39.86,45.58
Big Horn,MT,30003,D,D,D,36.18,26.26,5.69
Blaine,MT,30005,D,D,R,18.68,15.32,2.46
Broadwater,MT,30007,R,R,R,36,46.1,56.65
Carbon,MT,30009,R,R,R,11.57,23.73,32.05
Carter,MT,30011,R,R,R,53.35,73.3,77.35
Cascade,MT,30013,D,R,R,2.28,9.01,21.57
Chouteau,MT,30015,R,R,R,17.86,27.65,36.38
Custer,MT,30017,R,R,R,14.23,28.7,47.85
Daniels,MT,30019,R,R,R,32.71,49.95,58.42
Dawson,MT,30021,R,R,R,23.51,40.92,57.91
Deer Lodge,MT,30023,D,D,D,37.45,31.66,7.01
Fallon,MT,30025,R,R,R,48.47,63.42,75.81
Fergus,MT,30027,R,R,R,34.9,43.11,52.52
Flathead,MT,30029,R,R,R,21.54,33.16,36.39
Gallatin,MT,30031,D,R,D,3.38,5.01,0.82
Garfield,MT,30033,R,R,R,67.13,79.43,86.21
Glacier,MT,30035,D,D,D,39.67,33.89,29.58
Golden Valley,MT,30037,R,R,R,44.51,50.31,62.03
Granite,MT,30039,R,R,R,23.98,33.67,40.52
Hill,MT,30041,D,D,R,12.15,3.5,17.18
Jefferson,MT,30043,R,R,R,15.08,27.35,32.45
Judith Basin,MT,30045,R,R,R,32.69,42.55,52.73
Lake,MT,30047,D,R,R,1.93,10,20.89
Lewis and Clark,MT,30049,D,R,R,6.42,3.55,7.01
Liberty,MT,30051,R,R,R,22.68,45.04,51.2
Lincoln,MT,30053,R,R,R,29.03,39.43,50.25
Madison,MT,30057,R,R,R,26.6,40.64,44.31
McCone,MT,30055,R,R,R,36.62,52.57,66.79
Meagher,MT,30059,R,R,R,33.75,41.26,54.86
Mineral,MT,30061,R,R,R,10.29,25.58,40.31
Missoula,MT,30063,D,D,D,26.71,17.79,15.7
Musselshell,MT,30065,R,R,R,40.98,55.71,66.98
Park,MT,30067,R,R,R,2.07,10.56,14.8
Petroleum,MT,30069,R,R,R,53,64.09,77.02
Phillips,MT,30071,R,R,R,35.3,54.62,64.72
Pondera,MT,30073,R,R,R,12.65,25.67,38.96
Powder River,MT,30075,R,R,R,42.31,64.56,71.89
Powell,MT,30077,R,R,R,22.52,33.07,52.9
Prairie,MT,30079,R,R,R,35.18,50.21,66.18
Ravalli,MT,30081,R,R,R,20.82,31.62,38.07
Richland,MT,30083,R,R,R,43.87,53.99,66.45
Roosevelt,MT,30085,D,D,R,22.05,15.58,6.49
Rosebud,MT,30087,D,R,R,3.96,16.52,36.66
Sanders,MT,30089,R,R,R,27.15,38.3,51.54
Sheridan,MT,30091,R,R,R,1.69,28.11,41.63
Silver Bow,MT,30093,D,D,D,40.41,32.39,13.63
Stillwater,MT,30095,R,R,R,31.69,44.43,56.49
Sweet Grass,MT,30097,R,R,R,41.45,52.86,56.62
Teton,MT,30099,R,R,R,17.73,31.42,42.72
Toole,MT,30101,R,R,R,27.35,40.82,53.76
Treasure,MT,30103,R,R,R,32.51,45.05,65.91
Valley,MT,30105,R,R,R,10.75,24.67,46.53
Wheatland,MT,30107,R,R,R,37.44,42.44,55.29
Wibaux,MT,30109,R,R,R,41.39,59.38,75.42
Yellowstone,MT,30111,R,R,R,6.31,20.49,27.13
Alamance,NC,37001,R,R,R,9.23,13.71,12.62
Alexander,NC,37003,R,R,R,38.39,44.44,55.42
Alleghany,NC,37005,R,R,R,20.96,35.66,47.19
Anson,NC,37007,D,D,D,20.95,25.35,12.83
Ashe,NC,37009,R,R,R,23.29,32.72,44.04
Avery,NC,37011,R,R,R,44.1,50.06,55.87
Beaufort,NC,37013,R,R,R,17.41,19.23,24.14
Bertie,NC,37015,D,D,D,30.62,32.68,24.84
Bladen,NC,37017,D,D,R,2.07,1.97,9.39
Brunswick,NC,37019,R,R,R,17.91,22.15,28.44
Buncombe,NC,37021,D,D,D,13.91,12.47,14.2
Burke,NC,37023,R,R,R,19.23,23.44,38.51
Cabarrus,NC,37025,R,R,R,18.43,19.99,19.61
Caldwell,NC,37027,R,R,R,29.71,35.5,50.1
Camden,NC,37029,R,R,R,32.01,34.03,45.39
Carteret,NC,37031,R,R,R,34.69,40.75,44.02
Caswell,NC,37033,D,R,R,3.1,2.23,11.15
Catawba,NC,37035,R,R,R,24.96,29.41,37.47
Chatham,NC,37037,D,D,D,9.71,4.79,9.94
Cherokee,NC,37039,R,R,R,38.6,45.85,56.3
Chowan,NC,37041,R,R,R,1.13,4.46,14.14
Clay,NC,37043,R,R,R,35.59,42.43,51.08
Cleveland,NC,37045,R,R,R,19.88,20.15,30.25
Columbus,NC,37047,R,R,R,7.9,7.8,21.95
Craven,NC,37049,R,R,R,12.44,17.68,21.49
Cumberland,NC,37051,D,D,D,17.67,19.68,15.95
Currituck,NC,37053,R,R,R,31.5,34.8,49.33
Dare,NC,37055,R,R,R,9.26,15.88,21.61
Davidson,NC,37057,R,R,R,33.52,40.54,48.37
Davie,NC,37059,R,R,R,38.31,43.31,47.49
Duplin,NC,37061,R,R,R,9.43,11.57,18.86
Durham,NC,37063,D,D,D,51.94,52.79,59.5
Edgecombe,NC,37065,D,D,D,34.55,36.2,32
Forsyth,NC,37067,D,D,D,10.48,7.21,10.37
Franklin,NC,37069,R,R,R,0.71,4.11,11.51
Gaston,NC,37071,R,R,R,25.03,25.38,31.75
Gates,NC,37073,D,D,R,5.22,4.11,9.07
Graham,NC,37075,R,R,R,37.38,41.32,60.34
Granville,NC,37077,D,D,R,6.58,4.54,2.49
Greene,NC,37079,R,R,R,5.87,7.69,9.5
Guilford,NC,37081,D,D,D,18.36,16.38,19.89
Halifax,NC,37083,D,D,D,28.24,32.26,26.69
Harnett,NC,37085,R,R,R,16.69,18.97,23.61
Haywood,NC,37087,R,R,R,7.77,13.58,27.52
Henderson,NC,37089,R,R,R,21.02,27.39,27.47
Hertford,NC,37091,D,D,D,41.54,44.29,37.41
Hoke,NC,37093,D,D,D,18.78,19.06,10.78
Hyde,NC,37095,D,R,R,1.17,1.26,14.02
Iredell,NC,37097,R,R,R,24.37,30.41,36.36
Jackson,NC,37099,D,R,R,5.41,0.95,11.53
Johnston,NC,37101,R,R,R,23.69,27.56,30.28
Jones,NC,37103,R,R,R,8.4,9.27,17.7
Lee,NC,37105,R,R,R,8.37,9.72,12.93
Lenoir,NC,37107,R,R,R,0.09,0.11,3.65
Lincoln,NC,37109,R,R,R,33.29,38.73,47.25
Macon,NC,37113,R,R,R,21.45,30.38,40.89
Madison,NC,37115,R,R,R,1.6,9.1,25.35
Martin,NC,37117,D,D,R,4.64,4.65,0.43
McDowell,NC,37111,R,R,R,26.99,31.74,49.82
Mecklenburg,NC,37119,D,D,D,24.37,22.41,29.41
Mitchell,NC,37121,R,R,R,41.56,51.1,57.88
Montgomery,NC,37123,R,R,R,10.96,15.12,25.82
Moore,NC,37125,R,R,R,21.38,27.99,29.08
Nash,NC,37127,R,D,R,1.33,0.97,0.18
New Hanover,NC,37129,R,R,R,1.39,4.55,3.9
Northampton,NC,37131,D,D,D,30.44,34.85,26.02
Onslow,NC,37133,R,R,R,21.47,26.74,34.32
Orange,NC,37135,D,D,D,44.77,42.16,50.24
Pamlico,NC,37137,R,R,R,14.68,20.76,26.35
Pasquotank,NC,37139,D,D,D,13.72,14.63,2.5
Pender,NC,37141,R,R,R,15.63,20.32,29.71
Perquimans,NC,37143,R,R,R,13.94,15.98,27.7
Person,NC,37145,R,R,R,8.5,10.88,17.09
Pitt,NC,37147,D,D,D,8.78,7.14,7.62
Polk,NC,37149,R,R,R,15.09,21.4,27.74
Randolph,NC,37151,R,R,R,42.28,50.05,56.11
Richmond,NC,37153,D,D,R,1.5,2.95,9.74
Robeson,NC,37155,D,D,R,13.78,17.41,4.27
Rockingham,NC,37157,R,R,R,15.97,21.12,29.81
Rowan,NC,37159,R,R,R,22.84,25.88,36.37
Rutherford,NC,37161,R,R,R,31.78,33.38,47.38
Sampson,NC,37163,R,R,R,8.46,10.91,16.55
Scotland,NC,37165,D,D,D,15.09,16.84,7.63
Stanly,NC,37167,R,R,R,36.66,39.95,49.7
Stokes,NC,37169,R,R,R,35.01,42.64,55.22
Surry,NC,37171,R,R,R,27.96,36.68,50.26
Swain,NC,37173,R,R,R,1.62,6.25,22.35
Transylvania,NC,37175,R,R,R,12.57,16.75,22.17
Tyrrell,NC,37177,R,R,R,1.41,5.22,14.66
Union,NC,37179,R,R,R,26.64,30.23,30.62
Vance,NC,37181,D,D,D,26.64,28.26,24.51
Wake,NC,37183,D,D,D,14.45,11.44,20.21
Warren,NC,37185,D,D,D,39.46,37.77,32.5
Washington,NC,37187,D,D,D,16.7,18.63,15.34
Watauga,NC,37189,D,R,D,4.28,3.1,1.47
Wayne,NC,37191,R,R,R,8.58,8.43,11.38
Wilkes,NC,37193,R,R,R,38.2,42.43,54.68
Wilson,NC,37195,D,D,D,6.12,7.47,5.59
Yadkin,NC,37197,R,R,R,45.97,51.28,60.83
Yancey,NC,37199,R,R,R,5.75,13.72,32.02
Adams,ND,38001,R,R,R,27.77,45.88,56.9
Barnes,ND,38003,R,R,R,1.49,10.32,29.25
Benson,ND,38005,D,D,R,33.53,17.01,4.33
Billings,ND,38007,R,R,R,52.3,66.26,72.07
Bottineau,ND,38009,R,R,R,19.11,30.86,50.31
Bowman,ND,38011,R,R,R,38.35,49.86,68.21
Burke,ND,38013,R,R,R,37.54,52.69,73.76
Burleigh,ND,38015,R,R,R,23.56,31.87,45.13
Cass,ND,38017,D,R,R,7.08,2.9,10.46
Cavalier,ND,38019,R,R,R,9.3,18.22,43.92
Dickey,ND,38021,R,R,R,18.36,29.86,46.24
Divide,ND,38023,R,R,R,14.68,29.95,51.03
Dunn,ND,38025,R,R,R,33.64,49.07,63
Eddy,ND,38027,D,R,R,3,12.79,35.42
Emmons,ND,38029,R,R,R,37.23,55.84,73.8
Foster,ND,38031,R,R,R,13.75,25.15,52.01
Golden Valley,ND,38033,R,R,R,49.37,62.5,72.83
Grand Forks,ND,38035,D,R,R,5.08,3.42,18.08
Grant,ND,38037,R,R,R,23.1,48.9,66.84
Griggs,ND,38039,R,R,R,6.39,17.5,43.4
Hettinger,ND,38041,R,R,R,36.13,50.44,68.06
Kidder,ND,38043,R,R,R,26.87,35.92,67.73
LaMoure,ND,38045,R,R,R,19.72,29.03,45.51
Logan,ND,38047,R,R,R,40.4,53.87,72.54
McHenry,ND,38049,R,R,R,16.27,27.1,55.32
McIntosh,ND,38051,R,R,R,22,37.65,59.82
McKenzie,ND,38053,R,R,R,29.72,44.36,63.61
McLean,ND,38055,R,R,R,19,29.79,52.29
Mercer,ND,38057,R,R,R,29.86,44.58,67.02
Morton,ND,38059,R,R,R,21.03,30.93,52.15
Mountrail,ND,38061,D,R,R,2.42,16.17,33.17
Nelson,ND,38063,D,R,R,6.11,5.84,28.48
Oliver,ND,38065,R,R,R,33.65,40.67,69.91
Pembina,ND,38067,R,R,R,6.89,19.85,48.43
Pierce,ND,38069,R,R,R,23.8,36.96,48.58
Ramsey,ND,38071,R,R,R,0.99,10.02,32.27
Ransom,ND,38073,D,D,R,15.33,13.77,15.77
Renville,ND,38075,R,R,R,21.84,35.45,61.25
Richland,ND,38077,R,R,R,5.12,13.54,35.6
Rolette,ND,38079,D,D,D,52.01,49.67,23.49
Sargent,ND,38081,D,D,R,17.49,9.77,19.73
Sheridan,ND,38083,R,R,R,40.6,58.27,70.52
Sioux,ND,38085,D,D,D,67.49,59,40.42
Slope,ND,38087,R,R,R,46.47,59.04,74.19
Stark,ND,38089,R,R,R,29.11,49.08,64.94
Steele,ND,38091,D,D,R,20.35,1.92,17.72
Stutsman,ND,38093,R,R,R,14.75,21.97,41.56
Towner,ND,38095,D,R,R,7.1,9.05,36.99
Traill,ND,38097,D,R,R,7.2,4.72,26.04
Walsh,ND,38099,R,R,R,1.84,13.52,39.43
Ward,ND,38101,R,R,R,19.19,30.59,46.8
Wells,ND,38103,R,R,R,26.38,41.24,57.78
Williams,ND,38105,R,R,R,35.95,49.57,65.07
Adams,NE,31001,R,R,R,27,33.58,44.29
Antelope,NE,31003,R,R,R,51.05,62.65,71.59
Arthur,NE,31005,R,R,R,67.68,75.19,83.15
Banner,NE,31007,R,R,R,68.75,70.8,84.08
Blaine,NE,31009,R,R,R,70.57,78.88,77.6
Boone,NE,31011,R,R,R,45.84,54.28,64.89
Box Butte,NE,31013,R,R,R,21.01,25.02,53.86
Boyd,NE,31015,R,R,R,53.06,63.96,73.96
Brown,NE,31017,R,R,R,57.24,69.32,77.14
Buffalo,NE,31019,R,R,R,37.47,42.18,46.41
Burt,NE,31021,R,R,R,14.59,21.87,40.39
Butler,NE,31023,R,R,R,35.61,43.87,59.98
Cass,NE,31025,R,R,R,19.53,26.18,38.41
Cedar,NE,31027,R,R,R,41.26,53.53,66.99
Chase,NE,31029,R,R,R,61.61,71.24,77.82
Cherry,NE,31031,R,R,R,57.57,69.22,73.96
Cheyenne,NE,31033,R,R,R,49.58,50.87,62.7
Clay,NE,31035,R,R,R,46.06,53.1,63.46
Colfax,NE,31037,R,R,R,27.88,35.26,40.82
Cuming,NE,31039,R,R,R,35.67,46.4,58.98
Custer,NE,31041,R,R,R,55.74,58.44,71.73
Dakota,NE,31043,R,R,R,4.66,2.8,20.74
Dawes,NE,31045,R,R,R,28.9,36.11,49.81
Dawson,NE,31047,R,R,R,38.33,41.49,44.56
Deuel,NE,31049,R,R,R,49.24,53.88,70.02
Dixon,NE,31051,R,R,R,30.03,32.58,53.38
Dodge,NE,31053,R,R,R,12.01,22.22,34.7
Douglas,NE,31055,D,R,D,4.64,3.02,2.38
Dundy,NE,31057,R,R,R,55.45,62.54,77.02
Fillmore,NE,31059,R,R,R,32.27,41.68,51.58
Franklin,NE,31061,R,R,R,41.04,47.4,65.57
Frontier,NE,31063,R,R,R,48.79,56.4,71.46
Furnas,NE,31065,R,R,R,50.21,60.67,69.1
Gage,NE,31067,R,R,R,9.47,16.66,34.29
Garden,NE,31069,R,R,R,49.3,53.8,66.6
Garfield,NE,31071,R,R,R,57.09,65.96,71.43
Gosper,NE,31073,R,R,R,49.24,51.53,62.18
Grant,NE,31075,R,R,R,75.48,80.44,85.68
Greeley,NE,31077,R,R,R,21.43,40.51,59.74
Hall,NE,31079,R,R,R,24.08,27.11,36.84
Hamilton,NE,31081,R,R,R,42.86,50.38,58.05
Harlan,NE,31083,R,R,R,52.49,58.55,67.79
Hayes,NE,31085,R,R,R,67.99,78.85,85.99
Hitchcock,NE,31087,R,R,R,47.5,60.47,72.96
Holt,NE,31089,R,R,R,53.42,61.55,74.7
Hooker,NE,31091,R,R,R,63.93,68.61,75.54
Howard,NE,31093,R,R,R,25.5,34.01,58.12
Jefferson,NE,31095,R,R,R,15.77,28.18,44.71
Johnson,NE,31097,R,R,R,10.81,21.09,37.91
Kearney,NE,31099,R,R,R,42.79,49.56,60.1
Keith,NE,31101,R,R,R,49.6,52.14,66.04
Keya Paha,NE,31103,R,R,NA,55.16,64.67,NA
Kimball,NE,31105,R,R,R,50.08,49.79,65.59
Knox,NE,31107,R,R,R,36.07,45.24,59.98
Lancaster,NE,31109,D,R,D,4.97,0.33,0.23
Lincoln,NE,31111,R,R,R,35.45,40.1,57.35
Logan,NE,31113,R,R,R,59.13,66.82,81.24
Loup,NE,31115,R,R,R,54.96,63.69,71.43
Madison,NE,31119,R,R,R,39.25,47.37,55.2
McPherson,NE,31117,R,R,R,66.55,67.35,84.67
Merrick,NE,31121,R,R,R,40.48,44.86,61.35
Morrill,NE,31123,R,R,R,49.68,55.98,68.72
Nance,NE,31125,R,R,R,33.22,38.56,60.46
Nemaha,NE,31127,R,R,R,25.73,27.5,42.11
Nuckolls,NE,31129,R,R,R,37.87,45.92,62.27
Otoe,NE,31131,R,R,R,15.76,24.31,38.02
Pawnee,NE,31133,R,R,R,27.17,37.21,52.37
Perkins,NE,31135,R,R,R,55.07,64.35,72.58
Phelps,NE,31137,R,R,R,51.64,57.53,69.8
Pierce,NE,31139,R,R,R,49.66,60.33,73.55
Platte,NE,31141,R,R,R,41.56,51.31,57.64
Polk,NE,31143,R,R,R,45.38,55.43,62.55
Red Willow,NE,31145,R,R,R,49.94,59.54,69.88
Richardson,NE,31147,R,R,R,20.89,33.48,51.27
Rock,NE,31149,R,R,R,62.55,72.12,77.32
Saline,NE,31151,D,R,R,4.57,5.41,24.75
Sarpy,NE,31153,R,R,R,15.89,23.14,21.23
Saunders,NE,31155,R,R,R,23.71,33.58,46.34
Scotts Bluff,NE,31157,R,R,R,33.69,37.24,47.98
Seward,NE,31159,R,R,R,25.82,34.56,45.18
Sheridan,NE,31161,R,R,R,60.4,65.98,73.77
Sherman,NE,31163,R,R,R,23.22,24.51,51.49
Sioux,NE,31165,R,R,R,66.39,70.77,72.69
Stanton,NE,31167,R,R,R,44.77,50.49,63.19
Thayer,NE,31169,R,R,R,33.43,43.1,57.7
Thomas,NE,31171,R,R,R,71.79,77.94,79.9
Thurston,NE,31173,D,D,R,6.96,13.91,5.94
Valley,NE,31175,R,R,R,39.25,52.8,65.35
Washington,NE,31177,R,R,R,26.3,36.77,44.32
Wayne,NE,31179,R,R,R,32.93,38.54,49.21
Webster,NE,31181,R,R,R,37.48,46.84,59.95
Wheeler,NE,31183,R,R,R,54.09,56.25,67.74
York,NE,31185,R,R,R,49.35,55.09,55.07
Belknap,NH,33001,D,R,R,1.17,4.96,16.54
Carroll,NH,33003,D,R,R,6.31,0.8,5.56
Cheshire,NH,33005,D,D,D,27.48,24.72,12.38
Coos,NH,33007,D,D,R,18.19,17.53,8.89
Grafton,NH,33009,D,D,D,27.58,23.71,18.56
Hillsborough,NH,33011,D,D,R,3.73,1.12,0.2
Merrimack,NH,33013,D,D,D,13.82,12.71,3.02
Rockingham,NH,33015,D,R,R,1.08,4.56,5.76
Strafford,NH,33017,D,D,D,20.31,14.54,8.44
Sullivan,NH,33019,D,D,R,17.93,13.27,2.58
Atlantic,NJ,34001,D,D,D,15.18,16.86,7.02
Bergen,NJ,34003,D,D,D,9.51,11.33,13.28
Burlington,NJ,34005,D,D,D,18.79,18.05,14.82
Camden,NJ,34007,D,D,D,36.58,37.35,32.7
Cape May,NJ,34009,R,R,R,8.72,8.6,19.9
Cumberland,NJ,34011,D,D,D,21.85,24.23,6.14
Essex,NJ,34013,D,D,D,52.77,56.83,57.14
Gloucester,NJ,34015,D,D,R,12.29,10.77,0.48
Hudson,NJ,34017,D,D,D,47,56.07,52.36
Hunterdon,NJ,34019,R,R,R,13.48,17.76,13.85
Mercer,NJ,34021,D,D,D,36.39,37.15,37.43
Middlesex,NJ,34023,D,D,D,22.02,27.63,21.49
Monmouth,NJ,34025,R,R,R,3.77,5.06,9.4
Morris,NJ,34027,R,R,R,8.18,10.91,4.32
Ocean,NJ,34029,R,R,R,18.6,17.58,33.51
Passaic,NJ,34031,D,D,D,21.86,28.25,22.51
Salem,NJ,34033,D,D,R,3.97,1.31,15.18
Somerset,NJ,34035,D,D,D,6.17,5.59,12.85
Sussex,NJ,34037,R,R,R,20.92,21.38,30.28
Union,NJ,34039,D,D,D,28.39,34.05,35.72
Warren,NJ,34041,R,R,R,14.22,15.46,25.54
Bernalillo,NM,35001,D,D,D,21.36,16.36,17.74
Catron,NM,35003,R,R,R,34.75,43.99,50.61
Chaves,NM,35005,R,R,R,24.67,31.95,36.2
Cibola,NM,35006,D,D,D,29.64,23.81,6.77
Colfax,NM,35007,D,D,R,10.73,2.24,8.55
Curry,NM,35009,R,R,R,34.14,38.38,44.23
De Baca,NM,35011,R,R,R,30.36,33.15,46.92
Dona Ana,NM,35013,D,D,D,17.63,14.78,17.8
Eddy,NM,35015,R,R,R,25.63,33.43,41.26
Grant,NM,35017,D,D,D,19.89,13.42,7.71
Guadalupe,NM,35019,D,D,D,42.67,43.61,20.53
Harding,NM,35021,R,R,R,15.65,11.15,29.41
Hidalgo,NM,35023,D,D,R,2.92,4.96,6.73
Lea,NM,35025,R,R,R,44.19,49.77,48.36
Lincoln,NM,35027,R,R,R,25.43,32.67,40.05
Los Alamos,NM,35028,D,D,D,6.87,3.71,20.24
Luna,NM,35029,D,R,R,5.29,1.16,3.88
McKinley,NM,35031,D,D,D,43.91,46.95,39.04
